category,diff_line,county,state
,The county mus t continue to strictly  follow the measures put in place to slow the spread of the disease to avoid  another increase.,snohomish,Washington
,"The report also estimates the percentage of the population actively  infected with COVID - 19 in Snohomish King and Pierce counties, Spokane  C ounty and Yakima County.",snohomish,Washington
,"In the Puget Sound area, the percentage of  the population with COVID - 19 has reached levels comparable to those  seen in late March and is increasing.",snohomish,Washington
,"In Spokane County, estimates of this  percentage are also rapidly increasing.",snohomish,Washington
,"The e stimates for Yakima County  are improving compared to previous calculations, but the situation remains  concerning.",snohomish,Washington
,"The report also summarizes hospitalization trends, which vary across the  state.",snohomish,Washington
,"King County hospitalization numbers are stable despite increas ing  case counts, likely because the bulk of those increases are in people under  40.",snohomish,Washington
,Hospitalizations continue to trend upwards in eastern Washington  except for Yakima County.,snohomish,Washington
,"In particular, Spokane County is experiencing a  notable uptick in hospitalization s.                                                                                                         COVID - 19   INSLEE REQUESTS EXTE NSION OF  NATIONAL GUARD MISSI ON FOR  COVID - 19 PANDEMIC RESPONSE   Gov.",snohomish,Washington
,Jay Inslee sent a letter  today to  the Trump administration requesting  an extension of federal authority and  funding for Washington National  Guard employment through  December 31.,snohomish,Washington
,The report includes a comparison of new cases by age in six counties.,snohomish,Washington
,Spokane County and Puget Sound are seeing a high frequency of  infections in younger age groups.,snohomish,Washington
,"While younger people may be less likely  to get seriously ill, they may still be spreadi ng the virus to older and more  vulnerable populations.",snohomish,Washington
,"DOH partners with Bellevue - based Institute for Disease Modeling, Fred  Hutchinson Cancer Research Center and the Microsoft AI for Health  program to develop this weekly report.",snohomish,Washington
,More COVID - 19 data can be   found  on the   DOH website      risk assessment dashboard .,snohomish,Washington
,Inslee  Requests Extension  of National Guard  Mission  for  COVID - 19  Pandemic Response   Gov.,snohomish,Washington
,"Jay Inslee sent a   letter   today to   the Trump administration requesting  an extension of federal authority and funding for Washington National  Guard employment in support of COVID - 19 pandemic emer gency  response operations through December 31, 2020.",snohomish,Washington
,"The letter reads, in part:   ""As the number of positive COVID - 19 cases continues to climb in our state,  it is clear that help from the Washington National Guard remains essential  through the end of the yea r...",snohomish,Washington
,"Currently, more than 1,000 Citizen - Soldiers  and Airmen are assisting with critical missions that keep our food banks  operational and our neighbors fed.",snohomish,Washington
,"They are critical to our efforts to slow  the spread of the virus by supporting COVID - mapping missio ns, assembling  test kits, and operating community - based test sites.",snohomish,Washington
,"Additionally, uniquely  skilled National Guard planners are assisting my COVID - 19 food security  team and other state agencies to ensure that we meet the health and  welfare needs of Washingt onians through our phased re - opening plan.""",snohomish,Washington
,"To date, the Washington National Guard has delivered more than 1.3  million meals or 33.5 million pounds of food to struggling families at food  banks across the state, tested over 14,000 people at community - based  testing sites, and built more than 150,000 test kits.",snohomish,Washington
,"Read the   full letter here      May 20, 2020 letter requesting extensio n through end of July                                                                                                               COVID - 19   LESSONS FROM THE 191 8  PANDEMIC REVISITED D URING  COVID - 19  CRISIS   See the link at righ t from the  Department of Health  s blog  on what  it sees as  some of the top   lessons from  the 1918 pandemic.",snohomish,Washington
,MLT TO DISTRIBUTE FA CE  COVERINGS CITYWIDE   The City of Mountlake Terrace will be  mailing two face masks to each home  and busines s in the next few weeks to  help ensure compliance with the face  covering order.,snohomish,Washington
,"Lessons From the 1918 Pandemic Revisited During COVID - 19  Crisis   As COVID - 19 cases begin to rise again in Washington state and many  locations around the U.S., fresh attention is being paid to the influenza  pandemic of 1918, and the l essons learned during that hard time.",snohomish,Washington
,There  was no vaccine or other effective treatment against the   1918 virus.,snohomish,Washington
,Cases  spiked repeatedly across much of three years.,snohomish,Washington
,"There was unrest over the  impacts of non - pharmaceutical interventions, including public heal th  orders that required people to wear masks and other face covers and to  engage in social distancing.",snohomish,Washington
,"Before it was over, an estimated 50 million  people died worldwide.",snohomish,Washington
,The state Department of Health   published a blog   last week detailing what  it sees as the top three lessons from the 1918 pandemic.,snohomish,Washington
,They include:   Please read the   full post here .,snohomish,Washington
,"Meanwhile, here are   some other reports exploring similar territory:      clues   Four lessons from the 1918 pandemic     MLT to Distribute Face Coverings Citywide   The City of Mountlake Terrace will be mailing two face   masks to each  home and business in a few weeks to help ensure compliance with     The city has begun distributing the first shipment of cloth face coverings  provided by Snohomish County Department of Emer gency Management  that are designated for low - income residents.",snohomish,Washington
,"The city is distributing these  face coverings at food banks, the senior center, low - income housing  facilities, and school grab - and - go meal events through the end of July.",snohomish,Washington
,"Upcoming events where  these masks will be available include, Tuesdays,  July 14 and 21, 5:00 - 6:00 p.m.: at Mountlake Terrace Senior Community  Center, 23000 Lakeview Drive.",snohomish,Washington
,The city has also purchased one - ounce bottles of hand sanitizer for  distribution at these events.,snohomish,Washington
,Low - incom e residents who cannot travel to                                                                                                          COVID - 19   FREE MASKS STILL AVA ILABLE IN  MARYSVILLE   City of Marysville is continuing to  distribute face masks to low income  families and individuals  by partnering  with local organizations.,snohomish,Washington
,Details at  right.,snohomish,Washington
,POP - UP BLOOD DONOR CENTE R  THIS WEEK IN EVERETT   First Baptist Church in Everett will host  the Bloodworks Northwest pop - up  donor center July 14 - 16.,snohomish,Washington
,Appointments are required to donate.,snohomish,Washington
,MARYSVILLE SCHO OLS GATHERING  INPUT THROUGH FRIDAY   ON  REOPENING PLAN   Marysville School District is seeking  input from families as it develops its  plan for reopening schools for the  2020 - 2021 school year.,snohomish,Washington
,Link to the  survey at right.,snohomish,Washington
,one of these sites can call City Hall at (425) 776 - 1161 and the city will make  sure you get one.,snohomish,Washington
,news release .,snohomish,Washington
,Free Masks Still Available in Marysville   The City of Marysville  posted to Facebook   on Monday about options for  residen ts to  get free face covers from community partners.,snohomish,Washington
,Pop - Up Blood Donor Center This Week in Everett   First Baptist Church in Everett is scheduled to host a Bloodworks Northwest  pop - up donor center July 14 - 16.,snohomish,Washington
,Appointments are required to ensure  social distancing.,snohomish,Washington
,Schedule  online   or by calling 1 - 800 - 393 - 7888.,snohomish,Washington
,Enter  sponsor code 544b.,snohomish,Washington
,Marysvi lle Schools Gathering Input Through Friday on  Reopening Plan   Marysville School District is seeking input from families as it develops its plan   -  lease provide your honest thoughts  by participating in the survey linked below.,snohomish,Washington
